Senator,Party,Organization,Total,PACs,Individuals
"Blumenthal, Richard",(D),Atco Properties & Management,29088,0,29088
"Blumenthal, Richard",(D),National Assn of Broadcasters,29050,24000,5050
"Blumenthal, Richard",(D),Blue Harbour Group,28950,0,28950
"Blumenthal, Richard",(D),Belfer Management,28300,0,28300
"Blumenthal, Richard",(D),NorPAC,28210,0,28210
"Blumenthal, Richard",(D),Oracle Corp,27667,20000,7667
"Blumenthal, Richard",(D),Sabre GLBL,27500,27500,0
"Blumenthal, Richard",(D),Air Line Pilots Assn,27000,27000,0
"Blumenthal, Richard",(D),Apollo Global Management,26744,2000,24744
"Blumenthal, Richard",(D),Massachusetts Mutual Life Insurance,26473,22000,4473
"Blumenthal, Richard",(D),"Becton, Dickinson & Co",26250,12500,13750
"Blumenthal, Richard",(D),Marriott International,26205,11000,15205
"Blumenthal, Richard",(D),American Society of Travel Advisors,26000,26000,0
"Blumenthal, Richard",(D),Laborers Union,25500,25500,0
"Blumenthal, Richard",(D),Fresenius Medical Care,25403,10000,15403
"Blumenthal, Richard",(D),iHeartMedia Inc,23500,22000,1500
"Blumenthal, Richard",(D),Intercontinental Exchange Inc,23400,1000,22400
"Blumenthal, Richard",(D),Warburg Pincus,23300,0,23300
"Blumenthal, Richard",(D),Thornton Law Firm,22900,0,22900
"Blumenthal, Richard",(D),Lyndon Haviland & Co,22800,0,22800
"Blumenthal, Richard",(D),League of Conservation Voters,22746,4846,17900
"Blumenthal, Richard",(D),Wilmerhale Llp,22440,0,22440
"Blumenthal, Richard",(D),Cooney & Conway,22100,0,22100
"Blumenthal, Richard",(D),Greenberg Traurig LLP,21843,7410,14433
"Blumenthal, Richard",(D),DreamWorks SKG,21625,0,21625
"Blumenthal, Richard",(D),US Senate,21273,0,21273
"Blumenthal, Richard",(D),McGuireWoods LLP,21200,9500,11700
"Blumenthal, Richard",(D),"Newmark, Grubb et al",20958,0,20958
"Blumenthal, Richard",(D),"Kelley, Drye & Warren",20731,5681,15050
"Blumenthal, Richard",(D),Genentech Inc,20500,20500,0
"Blumenthal, Richard",(D),Malkin Holdings,20500,0,20500
"Blumenthal, Richard",(D),Elevation Partners,20400,0,20400
"Blumenthal, Richard",(D),Cigna Corp,20208,17000,3208
"Blumenthal, Richard",(D),Power Rogers LLP,20200,0,20200
"Blumenthal, Richard",(D),"Lieff, Cabraser et al",20097,0,20097
"Blumenthal, Richard",(D),National Assn of Realtors,20013,20000,13
"Blumenthal, Richard",(D),AFLAC Inc,20000,20000,0
"Blumenthal, Richard",(D),Laz Parking,19300,0,19300
"Blumenthal, Richard",(D),JPMorgan Chase & Co,19244,0,19244
"Blumenthal, Richard",(D),AT&T Inc,19018,2000,17018
"Blumenthal, Richard",(D),Asen & Co,18700,0,18700
"Blumenthal, Richard",(D),"Brownstein, Hyatt et al",18700,8000,10700
"Blumenthal, Richard",(D),Lone Pine Capital,18600,0,18600
"Blumenthal, Richard",(D),Bloomberg LP,18558,0,18558
"Blumenthal, Richard",(D),Debevoise & Plimpton,18513,0,18513
"Blumenthal, Richard",(D),Alexion Pharmaceuticals,18400,8500,9900
"Blumenthal, Richard",(D),Pitney Bowes Inc,18253,15000,3253
"Blumenthal, Richard",(D),Red Apple Group,18100,0,18100
"Blumenthal, Richard",(D),Henry Crown & Co,18000,0,18000
"Blumenthal, Richard",(D),Real Estate Roundtable,18000,18000,0
"Blumenthal, Richard",(D),Northrop Grumman,17991,16500,1491
"Blumenthal, Richard",(D),DLA Piper,17918,6500,11418
"Blumenthal, Richard",(D),Amd Homes,17900,0,17900
"Blumenthal, Richard",(D),Incept LLC,17900,0,17900
"Blumenthal, Richard",(D),Iranian American PAC,17800,17800,0
"Blumenthal, Richard",(D),Alternative Investment Group,17704,0,17704
"Blumenthal, Richard",(D),Centene Corp,17518,17500,18
"Blumenthal, Richard",(D),"Bernstein, Litowitz et al",17500,0,17500
"Blumenthal, Richard",(D),Clifford Law Offices,17500,0,17500
"Blumenthal, Richard",(D),National Assn of Letter Carriers,17000,17000,0
"Blumenthal, Richard",(D),Smiths Group,17000,14000,3000
"Blumenthal, Richard",(D),Winning Strategies Washington,16999,5500,11499
"Blumenthal, Richard",(D),Walt Disney Co,16836,7500,9336
"Blumenthal, Richard",(D),Blank Rome LLP,16700,4000,12700
"Blumenthal, Richard",(D),Hartford Financial Services,16585,10000,6585
"Blumenthal, Richard",(D),Merck & Co,16553,16500,53
"Blumenthal, Richard",(D),"Skadden, Arps et al",16218,0,16218
"Blumenthal, Richard",(D),Bad Robot Productions,16205,0,16205
"Blumenthal, Richard",(D),Hilliard Munoz Gonzales Llp,16200,0,16200
"Blumenthal, Richard",(D),Winstanley Enterprises,16200,0,16200
"Blunt, Roy",(R),Bayer AG,127493,59000,68493
"Blunt, Roy",(R),Edward Jones,108675,25300,83375
"Blunt, Roy",(R),Senior Star,87400,0,87400
"Blunt, Roy",(R),Crawford Group,82100,20000,62100
"Blunt, Roy",(R),Goldman Sachs,73950,18000,55950
"Blunt, Roy",(R),Woodbranch Investments,70000,0,70000
"Blunt, Roy",(R),Home Depot,66750,40000,26750
"Blunt, Roy",(R),National Assn of Broadcasters,66400,36000,30400
"Blunt, Roy",(R),Berkshire Hathaway,66250,39500,26750
"Blunt, Roy",(R),Comcast Corp,65200,40000,25200
"Blunt, Roy",(R),CSX Corp,60700,40000,20700
"Blunt, Roy",(R),Burns & McDonnell,59968,13000,46968
"Blunt, Roy",(R),AT&T Inc,59455,48000,11455
"Blunt, Roy",(R),UnitedHealth Group,56700,40000,16700
"Blunt, Roy",(R),Blackstone Group,56400,0,56400
"Blunt, Roy",(R),Emerson Electric,55600,11000,44600
"Blunt, Roy",(R),"Bryan, Cave et al",54040,7000,47040
"Blunt, Roy",(R),NorPAC,52900,10600,42300
"Blunt, Roy",(R),Ameren Corp,52550,37000,15550
"Blunt, Roy",(R),Centene Corp,51350,23500,27850
"Blunt, Roy",(R),Altria Group,51300,37500,13800
"Blunt, Roy",(R),CVS Health,51200,26000,25200
"Blunt, Roy",(R),Husch Blackwell LLP,50865,14500,36365
"Blunt, Roy",(R),Norfolk Southern,49800,35000,14800
"Blunt, Roy",(R),National Assn of Realtors,49082,40000,9082
"Blunt, Roy",(R),General Motors,49000,40000,9000
"Blunt, Roy",(R),National Republican Senatorial Cmte,46800,46800,0
"Blunt, Roy",(R),General Electric,46635,16500,30135
"Blunt, Roy",(R),Union Pacific Corp,45505,35000,10505
"Blunt, Roy",(R),Koch Industries,45300,20000,25300
"Blunt, Roy",(R),Charter Communications,45250,29000,16250
"Blunt, Roy",(R),Pan Am Equities,45000,0,45000
"Blunt, Roy",(R),Thompson Coburn LLP,44900,33500,11400
"Blunt, Roy",(R),Mallinckrodt Pharmaceuticals,44850,33500,11350
"Blunt, Roy",(R),Pfizer Inc,44700,39000,5700
"Blunt, Roy",(R),National Rural Electric Cooperative Assn,44400,39000,5400
"Blunt, Roy",(R),International Assn of Fire Fighters,43700,43500,200
"Blunt, Roy",(R),Blue Cross/Blue Shield,43525,43500,25
"Blunt, Roy",(R),Amgen Inc,43500,34500,9000
"Blunt, Roy",(R),Enterprise Holdings,43500,22500,21000
"Blunt, Roy",(R),Poet LLC,43300,10500,32800
"Blunt, Roy",(R),Herzog Contracting,43223,0,43223
"Blunt, Roy",(R),Diamond Pet Foods,43100,0,43100
"Blunt, Roy",(R),NCTA The Internet & Television Assn,43000,40000,3000
"Blunt, Roy",(R),Ford Motor Co,41425,31500,9925
"Blunt, Roy",(R),American Hospital Assn,40700,36000,4700
"Blunt, Roy",(R),Abbott Laboratories,40000,40000,0
"Blunt, Roy",(R),Alzheimer's Assn,40000,40000,0
"Blunt, Roy",(R),American Dental Assn,40000,40000,0
"Blunt, Roy",(R),National Assn of Home Builders,40000,40000,0
"Blunt, Roy",(R),National Beer Wholesalers Assn,40000,40000,0
"Blunt, Roy",(R),National Multifamily Housing Council,40000,40000,0
"Blunt, Roy",(R),T-Mobile USA,39500,39500,0
"Blunt, Roy",(R),United Parcel Service,39400,39000,400
"Blunt, Roy",(R),National Assn of Real Estate Investment Trusts,39000,39000,0
"Blunt, Roy",(R),US Travel Assn,39000,35500,3500
"Blunt, Roy",(R),Aristotle International,38300,0,38300
"Blunt, Roy",(R),America's Credit Unions,38000,38000,0
"Blunt, Roy",(R),Walmart Inc,38000,35000,3000
"Blunt, Roy",(R),Honeywell International,37725,35000,2725
"Blunt, Roy",(R),US Cellular,37700,35000,2700
"Blunt, Roy",(R),Deloitte LLP,37515,35000,2515
"Blunt, Roy",(R),National Assn of Convenience Stores,37500,37500,0
"Blunt, Roy",(R),Dot Foods,37300,0,37300
"Blunt, Roy",(R),American Institute of CPAs,37000,37000,0
"Blunt, Roy",(R),Merck & Co,37000,30000,7000
"Blunt, Roy",(R),FedEx Corp,36000,34000,2000
"Blunt, Roy",(R),Northrop Grumman,35725,33000,2725
"Blunt, Roy",(R),Visa Inc,35300,15000,20300
"Blunt, Roy",(R),Automotive Free International Trade PAC,35000,35000,0
"Blunt, Roy",(R),Outdoor Amusement Business Assn,35000,30000,5000
"Blunt, Roy",(R),Microsoft Corp,34400,22500,11900
"Blunt, Roy",(R),Atlas Air Worldwide,34300,22500,11800
"Blunt, Roy",(R),American Hotel & Lodging Assn,33500,33500,0
"Blunt, Roy",(R),Cgcn Group,33050,5500,27550
"Blunt, Roy",(R),American Trucking Assns,32900,30000,2900
"Blunt, Roy",(R),Cigna Corp,32776,22500,10276
"Blunt, Roy",(R),Boehringer Ingelheim Corp,32500,30000,2500
"Blunt, Roy",(R),Wine & Spirits Wholesalers of America,32500,32500,0
"Blunt, Roy",(R),Leon Medical Centers,32400,0,32400
"Blunt, Roy",(R),PricewaterhouseCoopers,31550,15000,16550
"Blunt, Roy",(R),Southwest Airlines,31500,22500,9000
"Blunt, Roy",(R),Anheuser-Busch,31250,20000,11250
"Blunt, Roy",(R),Fierce Government Relations,31000,0,31000
"Blunt, Roy",(R),Bristol-Myers Squibb,30500,24500,6000
"Blunt, Roy",(R),Southern Co,30500,28000,2500
"Blunt, Roy",(R),Koch Inc,30400,25000,5400
"Blunt, Roy",(R),American Academy of Dermatology Assn,30000,30000,0
"Blunt, Roy",(R),American Seniors Housing Assn,30000,30000,0
"Blunt, Roy",(R),Mortgage Bankers Assn,30000,30000,0
"Blunt, Roy",(R),Boeing Co,29707,25000,4707
"Blunt, Roy",(R),RTX Corp,29500,29500,0
"Blunt, Roy",(R),Amway/Alticor Inc,29000,2000,27000
"Blunt, Roy",(R),Veterans United Home Loans,28700,0,28700
"Blunt, Roy",(R),Exxon Mobil,28523,20000,8523
"Blunt, Roy",(R),H&R Block,28500,27000,1500
"Blunt, Roy",(R),KKR & Co,28500,10000,18500
"Blunt, Roy",(R),NAIOP Commercial Real Estate Devel Assn,28500,28500,0
"Blunt, Roy",(R),Charles Schwab Corp,28400,5000,23400
"Blunt, Roy",(R),Eli Lilly & Co,28400,21000,7400
"Booker, Cory",(D),Microsoft Corp,72044,10000,62044
"Booker, Cory",(D),Gibbons PC,69922,5000,64922
"Booker, Cory",(D),Wirtz Corp,66300,0,66300
"Booker, Cory",(D),Apollo Global Management,65657,2000,63657
"Booker, Cory",(D),Walt Disney Co,58648,0,58648
"Booker, Cory",(D),Lowenstein Sandler Llp,57928,0,57928
"Booker, Cory",(D),Harvest Partners,55785,0,55785
"Booker, Cory",(D),Sullivan & Cromwell,55780,0,55780
"Booker, Cory",(D),Alphabet Inc,52555,12000,40555
"Booker, Cory",(D),Allied Wallet,50800,0,50800
"Booker, Cory",(D),Comcast Corp,49609,12500,37109
"Booker, Cory",(D),"Carella, Byrne et al",48750,0,48750
"Booker, Cory",(D),Kirkland & Ellis,48660,0,48660
"Booker, Cory",(D),Blackstone Group,48031,0,48031
"Booker, Cory",(D),NorPAC,44600,0,44600
"Booker, Cory",(D),Wonderful Co,43965,0,43965
"Booker, Cory",(D),Bain Capital,43600,0,43600
"Booker, Cory",(D),United Airlines,43514,2000,41514
"Booker, Cory",(D),"Simpson, Thacher & Bartlett",42120,0,42120
"Booker, Cory",(D),HBJ Investments,40400,0,40400
"Booker, Cory",(D),Ironstate Holdings,39100,0,39100
"Booker, Cory",(D),William Blair & Co,38300,0,38300
"Booker, Cory",(D),Greenberg Traurig LLP,35755,2000,33755
"Booker, Cory",(D),Centerview Partners,34600,0,34600
"Booker, Cory",(D),Raj Assoc,34034,0,34034
"Booker, Cory",(D),Columbia University,33522,0,33522
"Booker, Cory",(D),GOLDMAN SACHS,33125,0,33125
"Booker, Cory",(D),Telebrands Corp,32900,0,32900
"Booker, Cory",(D),Amazon.com,32890,6000,26890
"Booker, Cory",(D),Creative Artists Agency,32883,0,32883
"Booker, Cory",(D),Columbia Property Trust,32800,0,32800
"Booker, Cory",(D),Latham & Watkins,32619,0,32619
"Booker, Cory",(D),AT&T Inc,32412,0,32412
"Booker, Cory",(D),"Kleiner, Perkins et al",31800,0,31800
"Booker, Cory",(D),"Paul, Weiss et al",31371,0,31371
"Booker, Cory",(D),Lauder Partners,31200,0,31200
"Booker, Cory",(D),Li & Fung,30300,0,30300
"Booker, Cory",(D),Gersh Agency,30134,0,30134
"Booker, Cory",(D),Eagle Capital Management,30000,0,30000
"Booker, Cory",(D),University of California,28937,0,28937
"Booker, Cory",(D),Stanford University,28796,0,28796
"Booker, Cory",(D),Menlo Realty Ventures,27900,0,27900
"Booker, Cory",(D),"Sills, Cummis & Gross",27800,0,27800
"Booker, Cory",(D),Bad Robot Productions,27678,0,27678
"Booker, Cory",(D),Silver Lake Partners,26299,0,26299
"Booker, Cory",(D),Blue Ridge Capital,26200,0,26200
"Booker, Cory",(D),Pretium Partners,25950,0,25950
"Booker, Cory",(D),Live Nation Entertainment,25444,0,25444
"Booker, Cory",(D),Phibro Animal Health,25310,0,25310
"Booker, Cory",(D),Conduent Inc,25309,5000,20309
"Booker, Cory",(D),Rxr Realty,25100,0,25100
"Booker, Cory",(D),American Assn for Justice,25050,25000,50
"Booker, Cory",(D),International Brotherhood of Electrical Workers,25040,25000,40
"Booker, Cory",(D),Landmark Hospitality,24875,0,24875
"Booker, Cory",(D),Marsh & McLennan,24604,2000,22604
"Booker, Cory",(D),Bill & Melinda Gates Foundation,24375,0,24375
"Booker, Cory",(D),Doherty Enterprises,24150,0,24150
"Booker, Cory",(D),Slate Path Capital,23900,0,23900
"Booker, Cory",(D),Inserra Supermarkets,23875,0,23875
"Booker, Cory",(D),Prudential Financial,23216,15000,8216
"Booker, Cory",(D),Scudiery Enterprises,23200,0,23200
"Booker, Cory",(D),CSX Corp,22555,22500,55
"Booker, Cory",(D),National Air Traffic Controllers Assn,22500,22500,0
"Booker, Cory",(D),Brown & Brown Insurance,22300,0,22300
"Booker, Cory",(D),New York Life Insurance,22166,20000,2166
"Booker, Cory",(D),Henry Crown & Co,21900,0,21900
"Booker, Cory",(D),Lyft Inc,21753,0,21753
"Booker, Cory",(D),Gps Investment Partners,21600,0,21600
"Booker, Cory",(D),Nimeks Organics,21600,0,21600
"Booker, Cory",(D),"Brownstein, Hyatt et al",21325,1000,20325
"Booker, Cory",(D),Berkshire Hathaway,21284,20000,1284
"Booker, Cory",(D),New York University,21254,0,21254
"Booker, Cory",(D),Diamond Castle Holdings,21200,0,21200
"Booker, Cory",(D),Harbourton Enterprises,21200,0,21200
"Booker, Cory",(D),"Pachulski, Stang et al",21200,0,21200
"Booker, Cory",(D),Operating Engineers Union,21026,15000,6026
"Booker, Cory",(D),Union Pacific Corp,20552,20000,552
"Booker, Cory",(D),Putnam Bridge,20500,0,20500
"Booker, Cory",(D),Lockton Companies,20225,0,20225
"Booker, Cory",(D),International Longshoremens Assn,20200,20200,0
"Booker, Cory",(D),Arenberg Holdings,20100,0,20100
"Booker, Cory",(D),Matrix Biology Institute,20100,0,20100
"Booker, Cory",(D),Service Employees International Union,20080,10000,10080
"Booker, Cory",(D),Teamsters Union,20010,20000,10
"Booker, Cory",(D),Lexus of Lehigh Valley,20000,0,20000
"Booker, Cory",(D),Norfolk Southern,20000,20000,0
"Booker, Cory",(D),Sesco Inc,19915,0,19915
"Booker, Cory",(D),UBS AG,19725,15000,4725
"Booker, Cory",(D),Eton Park Capital Management,19100,0,19100
"Booker, Cory",(D),Seeger Weiss LLP,18955,0,18955
"Booker, Cory",(D),Loews Corp,18930,0,18930
"Booker, Cory",(D),Verizon Communications,18912,6000,12912
"Booker, Cory",(D),Kraut Law Group,18400,0,18400
"Booker, Cory",(D),Lazard Ltd,18398,0,18398
"Booker, Cory",(D),Covenant House,18300,0,18300
"Booker, Cory",(D),Hugo Neu Corp,18300,0,18300
"Booker, Cory",(D),RIDA Development,17800,0,17800
"Booker, Cory",(D),Canoe Brook Management,17700,0,17700
"Booker, Cory",(D),Genki Advisory,17700,0,17700
"Booker, Cory",(D),Sagewind Capital,17700,0,17700
"Boozman, John",(R),Walmart Inc,86785,32000,54785
"Boozman, John",(R),Stephens Inc,64200,10000,54200
"Boozman, John",(R),AT&T Inc,42500,42500,0
"Boozman, John",(R),Lockheed Martin,42000,42000,0
"Boozman, John",(R),National Assn of Broadcasters,41468,33000,8468
"Boozman, John",(R),Tyson Foods,37950,29500,8450
"Boozman, John",(R),Berkshire Hathaway,36200,30000,6200
"Boozman, John",(R),CSX Corp,34500,34500,0
"Boozman, John",(R),National Multifamily Housing Council,32500,32500,0
"Boozman, John",(R),Northrop Grumman,32500,32500,0
"Boozman, John",(R),Wine & Spirits Wholesalers of America,32500,32500,0
"Boozman, John",(R),iHeartMedia Inc,31000,30000,1000
"Boozman, John",(R),Union Pacific Corp,30250,30000,250
"Boozman, John",(R),American Hotel & Lodging Assn,30000,30000,0
"Boozman, John",(R),Honeywell International,29550,29500,50
"Boozman, John",(R),National Cotton Council,29000,28500,500
"Boozman, John",(R),American Council of Engineering Cos,28500,28500,0
"Boozman, John",(R),Deloitte LLP,28500,28000,500
"Boozman, John",(R),American Bankers Assn,28000,28000,0
"Boozman, John",(R),NextEra Energy,27500,14000,13500
"Boozman, John",(R),Comcast Corp,25500,25500,0
"Boozman, John",(R),RTX Corp,25500,25500,0
"Boozman, John",(R),US Senate,25400,0,25400
"Boozman, John",(R),American Society of Interventional Pain Physicians,25000,25000,0
"Boozman, John",(R),General Dynamics,25000,25000,0
"Boozman, John",(R),International Paper,25000,25000,0
"Boozman, John",(R),Riceland Foods,24000,21500,2500
"Boozman, John",(R),United Parcel Service,23500,23500,0
"Boozman, John",(R),Alpine Group,23133,0,23133
"Boozman, John",(R),Capital Group Companies,22700,20000,2700
"Boozman, John",(R),1st Financial Bank USA,22666,0,22666
"Boozman, John",(R),Bayer AG,22500,22500,0
"Boozman, John",(R),National Assn of Real Estate Investment Trusts,22500,22500,0
"Boozman, John",(R),National Air Traffic Controllers Assn,22000,22000,0
"Boozman, John",(R),NorPAC,22000,0,22000
"Boozman, John",(R),Blessey Marine Service,21900,12500,9400
"Boozman, John",(R),Experian,21750,20500,1250
"Boozman, John",(R),Goldman Sachs,21700,15000,6700
"Boozman, John",(R),Clearpath Foundation,21200,0,21200
"Boozman, John",(R),Murphy Oil,20900,5000,15900
"Boozman, John",(R),National Assn of Realtors,20500,20500,0
"Boozman, John",(R),Common Values PAC,20000,20000,0
"Boozman, John",(R),Koch Industries,20000,20000,0
"Boozman, John",(R),PotlatchDeltic Corp,19800,9000,10800
"Boozman, John",(R),Independent Community Bankers of America,19000,19000,0
"Boozman, John",(R),MCNA Dental Plans,18900,0,18900
"Boozman, John",(R),International Council of Shopping Centers,18625,18625,0
"Boozman, John",(R),JPMorgan Chase & Co,18500,18500,0
"Boozman, John",(R),General Atomics,18000,18000,0
"Boozman, John",(R),American Dental Assn,17500,17500,0
"Boozman, John",(R),American Financial Services Assn,17500,17500,0
"Boozman, John",(R),American Optometric Assn,17500,17500,0
"Boozman, John",(R),National Beer Wholesalers Assn,17500,17500,0
"Boozman, John",(R),Campbell Soup,17000,17000,0
"Boozman, John",(R),Cerner Corp,17000,17000,0
"Boozman, John",(R),FedEx Corp,17000,16000,1000
"Boozman, John",(R),National Chicken Council,17000,17000,0
"Boozman, John",(R),DaVita Inc,16500,16500,0
"Boozman, John",(R),Anheuser-Busch,16250,16000,250
"Boozman, John",(R),Microsoft Corp,16000,16000,0
"Boozman, John",(R),State of Arkansas,15730,0,15730
"Boozman, John",(R),Aircraft Owners & Pilots Assn,15500,15500,0
"Boozman, John",(R),Cooper Communities,15500,0,15500
"Boozman, John",(R),Koch Inc,15500,15500,0
"Boozman, John",(R),Automotive Free International Trade PAC,15000,15000,0
"Boozman, John",(R),Defend America PAC,15000,15000,0
"Boozman, John",(R),Free State PAC,15000,15000,0
"Boozman, John",(R),Home Depot,15000,15000,0
"Boozman, John",(R),Lank PAC,15000,15000,0
"Boozman, John",(R),LiveRamp Inc,15000,15000,0
"Boozman, John",(R),National Confectioners Assn,15000,13000,2000
"Boozman, John",(R),National Thoroughbred Racing Assn,15000,15000,0
"Boozman, John",(R),Norfolk Southern,15000,15000,0
"Boozman, John",(R),USA Rice Federation,15000,15000,0
"Boozman, John",(R),Occidental Petroleum,14800,4000,10800
"Boozman, John",(R),Entergy Corp,14750,13500,1250
"Boozman, John",(R),NCTA The Internet & Television Assn,14500,14500,0
"Boozman, John",(R),Verizon Communications,14500,13500,1000
"Boozman, John",(R),AFLAC Inc,14000,14000,0
"Boozman, John",(R),California Dairies Inc,14000,14000,0
"Boozman, John",(R),Eastman Chemical,14000,14000,0
"Boozman, John",(R),Liberty Mutual Insurance,14000,14000,0
"Boozman, John",(R),National Turkey Federation,13500,13500,0
"Boozman, John",(R),Nucor Corp,13400,8000,5400
"Boozman, John",(R),First Service Bank,13300,0,13300
"Boozman, John",(R),Farm Credit Council,13000,13000,0
